model,year,price,transmission,mileage,fuelType,tax,mpg,engineSize,marka,tax(£),fuel type,engine size,mileage2,fuel type2,engine size2,reference
 Focus,2017.0," £11,998",Semi-Auto,"7,084",,,,,unclean focus,,,£125,51.4,Petrol,1,/ad/25470814
 Focus,2017.0,18500,Manual,10960,Petrol,,,2.0,focus,,,,,,,
 Mokka X,2019.0,15771,Semi-Auto,4201,Petrol,145.0,37.2,1.4,vauxhall,,,,,,,
 Astra,2017.0,11298,Manual,21192,Petrol,125.0,51.4,1.4,vauxhall,,,,,,,
 Focus,2017.0,11700,Manual,20691,Petrol,,,1.0,focus,,,,,,,
 Focus,2019.0,14460,Manual,14021,Petrol,,,1.0,focus,,,,,,,
 Octavia,2020.0,18985,Semi-Auto,2987,Petrol,145.0,44.8,1.5,skoda,,,,,,,
 Corsa,2015.0,5499,Manual,35744,Petrol,30.0,55.4,1.4,vauxhall,,,,,,,
 X3,2015.0,21875,Semi-Auto,23000,Diesel,150.0,54.3,2.0,bmw,,,,,,,
 Crossland X,2019.0,15891,Automatic,7859,Diesel,145.0,55.4,1.5,vauxhall,,,,,,,
 2 Series,2015.0,10691,Manual,41347,Diesel,20.0,74.3,1.5,bmw,,,,,,,
 A3,2018.0,18495,Manual,19792,Petrol,145.0,54.3,1.5,audi,,,,,,,
 Focus,2019.0,18990,Manual,8400,Petrol,145.0,60.1,1.0,ford,,,,,,,
 A Class,2012.0,9199,Manual,44387,Diesel,0.0,74.3,1.5,merc,,,,,,,
 Focus,2017.0,9750,Manual,22850,Petrol,145.0,61.4,1.0,ford,,,,,,,
 1 Series,2017.0,11400,Manual,37000,Petrol,125.0,53.3,1.5,bmw,,,,,,,
 Kuga,2018.0,15400,Manual,16134,Diesel,150.0,60.1,2.0,ford,,,,,,,
 C Class,2019.0,25980,Semi-Auto,15070,Diesel,145.0,61.4,2.0,merc,,,,,,,
 A6,2016.0,19990,Semi-Auto,36000,Diesel,150.0,56.5,2.0,audi,,,,,,,
 X3,2009.0,7495,Automatic,95000,Diesel,260.0,42.2,2.0,bmw,,,,,,,
 Polo,2016.0,9510,Manual,21037,Petrol,20.0,60.1,1.2,vw,,,,,,,
 C Class,2019.0,34199,Semi-Auto,4229,Diesel,145.0,55.4,2.0,merc,,,,,,,
 Grandland X,2019.0,16599,Manual,12554,Petrol,145.0,44.1,1.2,vauxhall,,,,,,,
 1 Series,2016.0,14995,Semi-Auto,15684,Petrol,30.0,55.5,1.5,bmw,,,,,,,
 Focus,2019.0," £17,249",Manual,"7,956",,,,,unclean focus,,,£145,74.3,Diesel,1499,/ad/25072954
 Fiesta,2018.0,8975,Manual,20884,Petrol,145.0,65.7,1.0,ford,,,,,,,
 C Class,2015.0,13000,Manual,69930,Diesel,,,1.6,cclass,,,,,,,
 Yaris,2017.0,10600,Manual,5681,Petrol,150.0,58.9,1.5,toyota,,,,,,,
 Focus,2013.0," £2,995",Manual,"130,000",,,,,unclean focus,,14,£0,76.4,Diesel,1560,/ad/25434348
 1 Series,2019.0,18995,Semi-Auto,5250,Petrol,145.0,55.5,1.5,bmw,,,,,,,
 2 Series,2019.0,19980,Semi-Auto,11362,Petrol,145.0,40.9,1.5,bmw,,,,,,,
 A6,2017.0,19995,Semi-Auto,52822,Diesel,145.0,64.2,2.0,audi,,,,,,,
 Focus,2017.0,18500,Manual,10960,Petrol,,,2.0,focus,,,,,,,
 E Class,2013.0,11250,Automatic,43959,Diesel,125.0,57.7,2.1,merc,,,,,,,
 Golf,2019.0,15990,Manual,16990,Petrol,145.0,48.7,1.0,vw,,,,,,,
 Astra,2017.0,10495,Manual,7906,Diesel,145.0,76.3,1.6,vauxhall,,,,,,,
 Yaris,2015.0,5899,Manual,27152,Petrol,0.0,66.0,1.0,toyota,,,,,,,
 Hilux,2016.0,15498,Automatic,55883,Diesel,260.0,32.8,3.0,toyota,,,,,,,
 A4,2019.0,23500,Manual,703,Petrol,145.0,39.2,2.0,audi,,,,,,,
 Fiesta,2017.0,10799,Manual,12644,Petrol,145.0,62.8,1.0,ford,,,,,,,
 RAV4,2017.0,17500,Automatic,26666,Hybrid,135.0,57.6,2.5,toyota,,,,,,,
 Yaris,2019.0,12750,Automatic,3970,Petrol,145.0,47.9,1.5,toyota,,,,,,,
 Insignia,2018.0,12995,Manual,16200,Petrol,145.0,50.4,1.5,vauxhall,,,,,,,
 Focus,2019.0," £14,698",Manual,"17,640",,,,,unclean focus,,,£150,58.9,Petrol,1,/ad/25471171
 Focus,2016.0," £8,999",Manual,"65,920",,,,,unclean focus,,,£0,74.3,Diesel,1.5,/ad/25012638
 Up,2017.0,7495,Manual,17467,Petrol,145.0,64.2,1.0,vw,,,,,,,
 Focus,2020.0,18511,Manual,771,Diesel,,,1.5,focus,,,,,,,
 Focus,2018.0,12000,Manual,12547,Petrol,145.0,61.4,1.0,ford,,,,,,,
 Adam,2015.0,6979,Manual,18996,Petrol,125.0,53.3,1.2,vauxhall,,,,,,,
 C Class,2019.0,23799,Semi-Auto,14507,Petrol,145.0,46.3,1.5,merc,,,,,,,
 C Class,2019.0,39995,Semi-Auto,3560,Petrol,,,3.0,cclass,,,,,,,
 A Class,2014.0,9914,Manual,55058,Diesel,20.0,72.4,1.5,merc,,,,,,,
 Polo,2020.0,18900,Manual,5,Petrol,145.0,47.9,1.0,vw,,,,,,,
 C Class,2019.0,38999,Semi-Auto,3220,Petrol,,,3.0,cclass,,,,,,,
 Golf SV,2019.0,23998,Semi-Auto,9,Diesel,145.0,50.4,2.0,vw,,,,,,,
 Focus,2017.0," £14,000",Automatic,,,,,,unclean focus,,Petrol,1,"9,137",,,/ad/25135380
 1 Series,2015.0,17999,Automatic,8064,Petrol,235.0,37.7,3.0,bmw,,,,,,,
 Focus,2017.0," £17,698",Manual,"14,557",,,,,unclean focus,,,£145  ,41.5,Petrol,2,/ad/25178708
 C Class,2018.0," £25,750",Semi-Auto,"6,983",,,,,unclean cclass,,,£145,60.1,Diesel,2.1,/ad/25275997
 7 Series,2016.0,35480,Automatic,8814,Petrol,300.0,35.3,4.4,bmw,,,,,,,
 Aygo,2019.0,11695,Manual,4891,Petrol,145.0,56.5,1.0,toyota,,,,,,,
 Scala,2019.0,15285,Semi-Auto,4419,Petrol,150.0,47.1,1.0,skoda,,,,,,,
 I10,2017.0,6299,Manual,1650,Petrol,,60.1,1.0,hyundi,150.0,,,,,,
 Focus,2018.0," £12,700",Manual,"2,571",,,,,unclean focus,,14,£145,60.1,Petrol,1,/ad/25403102
 Citigo,2018.0,7195,Manual,7394,Petrol,150.0,64.2,1.0,skoda,,,,,,,
 Tiguan Allspace,2019.0,32493,Automatic,6644,Petrol,145.0,30.7,2.0,vw,,,,,,,
 E Class,2019.0,35660,Automatic,7322,Petrol,145.0,33.7,2.0,merc,,,,,,,
 Meriva,2016.0,6680,Manual,13373,Petrol,145.0,47.1,1.4,vauxhall,,,,,,,
 Focus,2017.0,10750,Manual,21224,Petrol,,,1.0,focus,,,,,,,
 Fabia,2018.0,9592,Manual,8855,Petrol,145.0,64.2,1.0,skoda,,,,,,,
 Focus,2008.0," £1,675",Manual,Unknown,,,,,unclean focus,,18,,,Diesel,Unknown,/ad/23710434
 Golf,2017.0,12937,Automatic,18462,Petrol,0.0,65.7,1.0,vw,,,,,,,
 Golf,2019.0,25500,Automatic,7234,Petrol,145.0,44.8,2.0,vw,,,,,,,
 A1,2016.0,9190,Manual,26584,Petrol,0.0,67.3,1.0,audi,,,,,,,
 Corolla,2020.0,28000,Automatic,10,Hybrid,140.0,56.5,1.8,toyota,,,,,,,
 X1,2017.0,22698,Automatic,3209,Petrol,160.0,44.8,2.0,bmw,,,,,,,
 Q3,2016.0,14449,Manual,23484,Diesel,30.0,61.4,2.0,audi,,,,,,,
 Insignia,2018.0,12453,Manual,10875,Petrol,145.0,47.1,1.5,vauxhall,,,,,,,
 Focus,2015.0," £8,400",Manual,"54,451",,,,,unclean focus,,,£0,74.3,Diesel,1499,/ad/25127707
 T-Cross,2019.0,19950,Manual,2000,Petrol,145.0,47.9,1.0,vw,,,,,,,
 GLA Class,2014.0,16498,Semi-Auto,33961,Diesel,145.0,55.4,2.1,merc,,,,,,,
 Focus,2018.0,17500,Manual,7356,Petrol,,,2.0,focus,,,,,,,
 Zafira,2016.0,11998,Manual,7242,Petrol,200.0,42.2,1.4,vauxhall,,,,,,,
 Focus,2018.0,14260,Manual,11296,Petrol,145.0,58.9,1.0,ford,,,,,,,
 Focus,2019.0,16035,Manual,9943,Petrol,,,1.0,focus,,,,,,,
 Z4,2019.0,32995,Automatic,11,Petrol,145.0,38.7,2.0,bmw,,,,,,,
 Focus,2012.0," £5,495",Manual,"73,000",,,,,unclean focus,,15,£20,67.3,Diesel,1.6,/ad/25107989
 Ka+,2017.0,7775,Manual,7762,Petrol,145.0,57.7,1.2,ford,,,,,,,
 Fiesta,2018.0,11450,Manual,12709,Petrol,145.0,65.7,1.0,ford,,,,,,,
 Astra,2019.0,11795,Manual,17807,Petrol,150.0,48.7,1.0,vauxhall,,,,,,,
 Mokka X,2019.0,12000,Manual,17871,Petrol,145.0,39.2,1.4,vauxhall,,,,,,,
 Q3,2019.0,26990,Manual,107,Diesel,145.0,42.8,2.0,audi,,,,,,,
 Corolla,2019.0,17960,Manual,4500,Petrol,145.0,39.2,1.2,toyota,,,,,,,
 A Class,2018.0,22990,Semi-Auto,5491,Petrol,145.0,45.6,2.0,merc,,,,,,,
 Ka+,2018.0,7850,Manual,12401,Petrol,145.0,57.7,1.2,ford,,,,,,,
 1 Series,2018.0,16500,Automatic,23011,Petrol,145.0,48.7,2.0,bmw,,,,,,,
 A Class,2016.0,11999,Manual,58223,Diesel,20.0,72.4,1.5,merc,,,,,,,
 Golf,2018.0,25490,Manual,6869,Petrol,145.0,35.8,2.0,vw,,,,,,,
 Fabia,2018.0,7990,Manual,15307,Petrol,145.0,57.7,1.0,skoda,,,,,,,
 5 Series,2017.0,17659,Semi-Auto,31585,Diesel,30.0,62.8,2.0,bmw,,,,,,,
 Focus,2007.0," £2,495",Manual,"78,000",,,,,unclean focus,,15,£125,58.9,Diesel,1.6,/ad/25138971
 TT,2016.0,19290,Manual,25189,Petrol,150.0,47.1,1.8,audi,,,,,,,
 Focus,2017.0,15400,Manual,10253,Diesel,,,2.0,focus,,,,,,,
 S-MAX,2019.0,26000,Semi-Auto,6145,Diesel,145.0,51.4,2.0,ford,,,,,,,
 C Class,2019.0," £20,999",Semi-Auto,"12,394",,,,,unclean cclass,,,£145,61.4,Diesel,2,/ad/25276478
 Golf,2017.0,9799,Manual,34460,Petrol,30.0,49.6,1.2,vw,,,,,,,
 A Class,2019.0,23980,Semi-Auto,9,Diesel,145.0,65.7,1.5,merc,,,,,,,
 A Class,2017.0,15700,Automatic,19286,Diesel,145.0,74.3,1.5,merc,,,,,,,
 Q7,2018.0,33075,Semi-Auto,37923,Diesel,145.0,48.7,3.0,audi,,,,,,,
 Golf,2019.0,14990,Semi-Auto,15865,Diesel,150.0,54.3,1.6,vw,,,,,,,
 Caddy Maxi Life,2016.0,16495,Semi-Auto,20625,Diesel,145.0,54.3,2.0,vw,,,,,,,
 3 Series,2016.0,16500,Semi-Auto,41345,Diesel,150.0,56.5,3.0,bmw,,,,,,,
 Golf,2017.0,13990,Semi-Auto,25145,Diesel,145.0,68.9,1.4,vw,,,,,,,
 Focus,2015.0,7761,Manual,50356,Petrol,,,1.0,focus,,,,,,,
 A5,2019.0,33500,Automatic,2000,Diesel,145.0,50.4,2.0,audi,,,,,,,
 E Class,2015.0,13750,Automatic,41952,Diesel,30.0,64.2,2.1,merc,,,,,,,
 Sharan,2019.0,18795,Manual,13702,Petrol,145.0,35.8,1.4,vw,,,,,,,
 Fiesta,2013.0,7995,Manual,45187,Petrol,0.0,65.7,1.0,ford,,,,,,,
 Focus,2017.0,10800,Manual,17668,Petrol,145.0,60.1,1.0,ford,,,,,,,
 Focus,2018.0," £11,599",Manual,"19,064",,,,,unclean focus,,11,£145,61.4,Petrol,1,/ad/25420944
 5 Series,2019.0,37999,Semi-Auto,3709,Diesel,145.0,51.4,3.0,bmw,,,,,,,
 GLA Class,2015.0,15250,Manual,23247,Diesel,20.0,64.2,2.1,merc,,,,,,,
 Aygo,2017.0,6995,Manual,10172,Petrol,145.0,69.0,1.0,toyota,,,,,,,
 3 Series,2016.0,15400,Manual,21854,Petrol,145.0,48.7,2.0,bmw,,,,,,,
 Tiguan,2017.0,22790,Semi-Auto,27266,Petrol,145.0,38.2,2.0,vw,,,,,,,
 A4,2015.0,13310,Automatic,43288,Diesel,145.0,53.3,2.0,audi,,,,,,,
 Octavia,2019.0,12850,Manual,11950,Petrol,145.0,60.1,1.0,skoda,,,,,,,
 Golf,2017.0,14498,Semi-Auto,14662,Petrol,30.0,53.3,1.4,vw,,,,,,,
 X1,2019.0,25000,Semi-Auto,8650,Diesel,145.0,60.1,2.0,bmw,,,,,,,
 Crossland X,2019.0,17995,Semi-Auto,2000,Diesel,145.0,55.4,1.5,vauxhall,,,,,,,
 Octavia,2014.0,6900,Manual,55294,Petrol,30.0,53.3,1.4,skoda,,,,,,,
 Tucson,2016.0,13182,Manual,27283,Diesel,,61.7,1.7,hyundi,30.0,,,,,,
 Focus,2015.0,9498,Manual,24717,Petrol,20.0,60.1,1.0,ford,,,,,,,
 Viva,2019.0,7995,Manual,6377,Petrol,145.0,46.3,1.0,vauxhall,,,,,,,
 Focus,2019.0," £16,525",Automatic,"3,220",,,,,unclean focus,,,£145,64.2,Diesel,2,/ad/24789704
 A6,2017.0,21450,Automatic,29888,Diesel,145.0,61.4,2.0,audi,,,,,,,
 Fabia,2017.0,5995,Manual,26000,Petrol,150.0,57.7,1.0,skoda,,,,,,,
 Corsa,2014.0,6661,Manual,20180,Petrol,125.0,51.4,1.2,vauxhall,,,,,,,
 Fiesta,2018.0,10820,Manual,33258,Petrol,145.0,56.5,1.0,ford,,,,,,,
 Astra,2016.0,10890,Manual,3987,Diesel,20.0,72.4,1.6,vauxhall,,,,,,,
 Meriva,2017.0,6995,Manual,26358,Petrol,145.0,47.1,1.4,vauxhall,,,,,,,
 Kuga,2017.0,15990,Automatic,21845,Petrol,145.0,38.2,1.5,ford,,,,,,,
 A Class,2018.0,21998,Semi-Auto,15450,Petrol,150.0,53.3,1.3,merc,,,,,,,
 3 Series,2019.0,24990,Manual,4293,Diesel,145.0,64.2,2.0,bmw,,,,,,,
 Q5,2019.0,33000,Semi-Auto,10949,Diesel,145.0,38.2,2.0,audi,,,,,,,
 Kuga,2017.0,14450,Manual,25038,Diesel,150.0,60.1,2.0,ford,,,,,,,
 A Class,2017.0,13899,Manual,50827,Diesel,20.0,72.4,1.5,merc,,,,,,,
 Focus,2019.0,15695,Manual,18800,Petrol,145.0,58.9,1.0,ford,,,,,,,
 Combo Life,2019.0,14980,Manual,10500,Petrol,145.0,42.2,1.2,vauxhall,,,,,,,
 Fiesta,2017.0,8998,Manual,9281,Petrol,125.0,54.3,1.2,ford,,,,,,,
 Fiesta,2019.0,13998,Manual,17218,Petrol,145.0,58.9,1.0,ford,,,,,,,
 Focus,2015.0,13499,Manual,41699,Diesel,,,2.0,focus,,,,,,,
 RAV4,2017.0,21323,Automatic,19986,Hybrid,20.0,57.6,2.5,toyota,,,,,,,
 Auris,2016.0,12998,Automatic,30302,Hybrid,0.0,78.5,1.8,toyota,,,,,,,
 T-Cross,2019.0,17890,Manual,5111,Petrol,145.0,47.9,1.0,vw,,,,,,,
 C Class,2019.0,28450,Automatic,4001,Diesel,145.0,51.4,2.0,merc,,,,,,,
 Q5,2019.0,35698,Semi-Auto,15,Petrol,145.0,32.1,2.0,audi,,,,,,,
 Focus,2017.0,11800,Manual,30212,Diesel,,,1.5,focus,,,,,,,
 Mokka X,2019.0,11499,Manual,10618,Petrol,145.0,39.2,1.4,vauxhall,,,,,,,
 Octavia,2018.0,13490,Automatic,31866,Diesel,150.0,72.4,1.6,skoda,,,,,,,
 C Class,2019.0,19899,Semi-Auto,13516,Petrol,145.0,46.3,1.5,merc,,,,,,,
 Corsa,2019.0,11529,Manual,5363,Petrol,145.0,43.5,1.4,vauxhall,,,,,,,
 3 Series,2017.0,16998,Semi-Auto,8096,Petrol,145.0,51.4,2.0,bmw,,,,,,,
 Astra,2017.0,11490,Manual,37274,Petrol,165.0,45.6,1.6,vauxhall,,,,,,,
 C-HR,2017.0,13998,Manual,32021,Petrol,145.0,47.9,1.2,toyota,,,,,,,
 Focus,2016.0," £17,900",Manual,"20,096",,,,,unclean focus,,36,£200,41.5,Petrol,2,/ad/25345756
 Q5,2020.0,48995,Semi-Auto,2000,Diesel,145.0,34.5,3.0,audi,,,,,,,
 Passat,2020.0,20998,Semi-Auto,10,Diesel,145.0,49.6,1.6,vw,,,,,,,
 RAV4,2017.0,17235,Automatic,65452,Hybrid,20.0,57.6,2.5,toyota,,,,,,,
 Polo,2017.0,9300,Manual,24687,Petrol,145.0,58.9,1.0,vw,,,,,,,
 A Class,2014.0,10998,Manual,49419,Diesel,30.0,64.2,2.1,merc,,,,,,,
 S8,2017.0,34990,Automatic,29583,Petrol,150.0,30.1,4.0,audi,,,,,,,
 Fiesta,2015.0,7700,Manual,38822,Petrol,0.0,65.7,1.0,ford,,,,,,,
 Polo,2014.0,7499,Manual,55874,Petrol,20.0,60.1,1.2,vw,,,,,,,
 C Class,2019.0,24998,Semi-Auto,16103,Petrol,145.0,47.1,1.5,merc,,,,,,,
 A4,2017.0,19000,Semi-Auto,45100,Petrol,160.0,45.6,2.0,audi,,,,,,,
 A3,2018.0,21995,Semi-Auto,15696,Petrol,145.0,42.2,1.5,audi,,,,,,,
 A3,2013.0,11490,Manual,35804,Petrol,30.0,54.3,1.4,audi,,,,,,,
 Amarok,2019.0,34995,Automatic,3460,Diesel,260.0,33.6,3.0,vw,,,,,,,
 5 Series,2019.0,28999,Automatic,13000,Petrol,145.0,47.9,2.0,bmw,,,,,,,
 Mokka,2016.0,8920,Manual,13529,Petrol,160.0,44.8,1.4,vauxhall,,,,,,,
 Focus,2008.0,2699,Manual,86726,Petrol,,,1.6,focus,,,,,,,
 Corsa,2006.0,2450,Automatic,39000,Petrol,260.0,38.2,1.4,vauxhall,,,,,,,
 GLA Class,2015.0,16280,Automatic,26166,Diesel,125.0,55.4,2.1,merc,,,,,,,
 C Class,2018.0,22199,Automatic,22027,Diesel,,,2.0,cclass,,,,,,,
 S-MAX,2017.0,20999,Semi-Auto,12299,Diesel,150.0,51.4,2.0,ford,,,,,,,
 A3,2019.0,23450,Automatic,14738,Petrol,150.0,42.2,1.5,audi,,,,,,,
 X-CLASS,2019.0,24895,Automatic,12402,Diesel,260.0,35.8,2.3,merc,,,,,,,
 A3,2016.0,18990,Automatic,29047,Diesel,125.0,57.6,2.0,audi,,,,,,,
 Up,2017.0,7295,Manual,19000,Petrol,20.0,64.2,1.0,vw,,,,,,,
 C Class,2017.0," £21,750",Automatic,"34,450",,,,,unclean cclass,,,£135,,Hybrid,2000,/ad/25422868
 Focus,2014.0,7800,Manual,51443,Diesel,0.0,74.3,1.5,ford,,,,,,,
 Kuga,2019.0,23995,Manual,6370,Diesel,145.0,37.7,2.0,ford,,,,,,,
 X5,2020.0,51880,Semi-Auto,1501,Diesel,145.0,37.7,3.0,bmw,,,,,,,
 Aygo,2019.0,9260,Manual,150,Petrol,145.0,56.5,1.0,toyota,,,,,,,
 C Class,2019.0,32998,Semi-Auto,17,Petrol,,,1.5,cclass,,,,,,,
 A Class,2014.0,10765,Manual,45000,Diesel,30.0,64.2,2.1,merc,,,,,,,
 Focus,2019.0,18000,Manual,5731,Petrol,145.0,60.1,1.0,ford,,,,,,,
 C Class,2015.0," £15,789",Semi-Auto,"42,164",,,,,unclean cclass,,31,£30,64.2,Diesel,2.1,/ad/25467749
 Q3,2019.0,28490,Manual,10,Diesel,145.0,42.8,2.0,audi,,,,,,,
 A Class,2019.0,26480,Semi-Auto,1998,Petrol,145.0,28.5,2.0,merc,,,,,,,
 Focus,2019.0,17000,Manual,8288,Petrol,145.0,60.1,1.0,ford,,,,,,,
 C Class,2018.0," £26,000",Automatic,"16,250",,,,,unclean cclass,,,£150,46.3,Petrol,1.5,/ad/25461779
 Golf,2017.0,20100,Automatic,30700,Hybrid,135.0,166.2,1.4,vw,,,,,,,
 Golf,2019.0,21390,Manual,10,Petrol,145.0,47.9,1.5,vw,,,,,,,
 Golf,2016.0,19495,Automatic,44344,Petrol,205.0,39.8,2.0,vw,,,,,,,
 Q3,2019.0,28888,Manual,6500,Diesel,145.0,40.9,2.0,audi,,,,,,,
 C Class,2019.0,27990,Semi-Auto,5550,Diesel,145.0,64.2,2.0,merc,,,,,,,
 Corsa,2015.0,7998,Manual,15903,Petrol,30.0,55.4,1.4,vauxhall,,,,,,,
 Q3,2020.0,28995,Manual,1817,Diesel,145.0,42.8,2.0,audi,,,,,,,
 2 Series,2017.0,19559,Automatic,10131,Diesel,145.0,60.1,2.0,bmw,,,,,,,
 1 Series,2017.0,14450,Manual,31727,Diesel,145.0,62.8,2.0,bmw,,,,,,,
 Tiguan,2018.0,24750,Manual,11983,Diesel,145.0,47.9,2.0,vw,,,,,,,
 Tourneo Connect,2016.0,13000,Automatic,11297,Diesel,125.0,56.6,1.5,ford,,,,,,,
 Focus,2016.0,7490,Manual,58000,Diesel,0.0,74.3,1.5,ford,,,,,,,
 4 Series,2016.0,15790,Semi-Auto,73921,Diesel,160.0,51.4,3.0,bmw,,,,,,,
 A5,2017.0,17980,Manual,21134,Petrol,145.0,49.6,2.0,audi,,,,,,,
 Golf,2017.0,20299,Automatic,23500,Hybrid,135.0,156.9,1.4,vw,,,,,,,
 A4,2016.0,12465,Manual,61224,Diesel,20.0,70.6,2.0,audi,,,,,,,
 Aygo,2017.0,7698,Manual,13166,Petrol,145.0,68.9,1.0,toyota,,,,,,,
 Focus,2015.0,6250,Manual,111000,Diesel,,,1.5,focus,,,,,,,
 Astra,2015.0,5975,Manual,58926,Diesel,0.0,78.5,1.6,vauxhall,,,,,,,
 GLC Class,2018.0,29442,Semi-Auto,11352,Diesel,145.0,56.5,2.1,merc,,,,,,,
 B-MAX,2017.0,11495,Automatic,5000,Petrol,145.0,44.1,1.6,ford,,,,,,,
 A Class,2017.0,20392,Semi-Auto,4597,Petrol,125.0,52.3,1.6,merc,,,,,,,
 C Class,2016.0," £22,790",Semi-Auto,"9,600",,,,,unclean cclass,,33,£145,49.6,Petrol,2,/ad/25271876
 Yeti Outdoor,2017.0,15650,Semi-Auto,31889,Petrol,125.0,51.4,1.2,skoda,,,,,,,
 Octavia,2016.0,8499,Manual,50498,Diesel,0.0,74.3,1.6,skoda,,,,,,,
 Passat,2019.0,16495,Manual,16728,Diesel,145.0,54.3,2.0,vw,,,,,,,
 Tucson,2017.0,15980,Manual,22117,Diesel,,61.7,1.7,hyundi,30.0,,,,,,
 C Class,2019.0," £21,400",Automatic,"6,000",,,,,unclean cclass,,,£145,44.1,Petrol,1497,/ad/25389809
 GLA Class,2017.0,22000,Semi-Auto,16102,Diesel,145.0,56.5,2.1,merc,,,,,,,
 Fiesta,2009.0,3895,Manual,61171,Petrol,145.0,49.6,1.2,ford,,,,,,,
 Corsa,2016.0,9750,Automatic,4562,Petrol,145.0,47.9,1.4,vauxhall,,,,,,,
 C Class,2020.0," £31,690",Automatic,"3,000",,,,,unclean cclass,,,£145,64.2,Diesel,2,/ad/25152191
 X5,2016.0,32499,Automatic,27851,Diesel,205.0,47.1,3.0,bmw,,,,,,,
 1 Series,2017.0,16480,Manual,21344,Diesel,145.0,62.8,2.0,bmw,,,,,,,
 Polo,2016.0,9995,Manual,7124,Petrol,20.0,60.1,1.2,vw,,,,,,,
 E Class,2019.0,28200,Semi-Auto,13615,Diesel,145.0,58.9,2.0,merc,,,,,,,
 Polo,2017.0,10175,Manual,22367,Petrol,150.0,58.9,1.0,vw,,,,,,,
 A6,2019.0,33985,Automatic,5429,Diesel,145.0,47.9,2.0,audi,,,,,,,
 A Class,2018.0,17889,Automatic,18584,Diesel,145.0,65.7,1.5,merc,,,,,,,
 Focus,2019.0,14498,Manual,13574,Petrol,,,1.0,focus,,,,,,,
 M4,2019.0,41990,Semi-Auto,1348,Petrol,145.0,34.0,3.0,bmw,,,,,,,
 E Class,2015.0,14995,Automatic,27986,Diesel,125.0,57.7,2.2,merc,,,,,,,
 T-Roc,2018.0,18591,Manual,7512,Petrol,145.0,55.4,1.0,vw,,,,,,,
 Crossland X,2020.0,15960,Manual,10,Petrol,145.0,47.1,1.2,vauxhall,,,,,,,
 A4,2019.0,20500,Manual,6026,Petrol,145.0,39.2,2.0,audi,,,,,,,
 Astra,2018.0,11299,Manual,13350,Petrol,145.0,47.1,1.4,vauxhall,,,,,,,
 Q3,2019.0,31490,Automatic,7753,Petrol,145.0,31.7,2.0,audi,,,,,,,
 Mokka X,2017.0,12200,Automatic,23607,Petrol,160.0,43.5,1.4,vauxhall,,,,,,,
 Mokka X,2019.0,13795,Manual,11019,Petrol,145.0,39.2,1.4,vauxhall,,,,,,,
 M4,2019.0,40980,Semi-Auto,4786,Petrol,145.0,34.0,3.0,bmw,,,,,,,
 Q3,2017.0,19995,Manual,21972,Petrol,145.0,49.6,1.4,audi,,,,,,,
 C Class,2016.0," £17,699",Automatic,"32,044",,,,,unclean cclass,,,£20,64.2,Diesel,2.1,/ad/25051699
 C Class,2019.0,19799,Semi-Auto,14297,Petrol,,,1.5,cclass,,,,,,,
 Octavia,2017.0,13491,Manual,13999,Petrol,145.0,56.5,1.5,skoda,,,,,,,
 4 Series,2019.0,27661,Semi-Auto,5452,Diesel,150.0,60.1,2.0,bmw,,,,,,,
 C Class,2019.0," £25,399",Semi-Auto,"3,585",,,,,unclean cclass,,,£145,44.1,Petrol,1.5,/ad/25436493
 Aygo,2016.0,8990,Semi-Auto,27314,Petrol,0.0,67.0,1.0,toyota,,,,,,,
 Santa Fe,2016.0,15400,Manual,37444,Diesel,,46.3,2.2,hyundi,205.0,,,,,,
 Fiesta,2016.0,9199,Manual,25250,Petrol,20.0,62.8,1.0,ford,,,,,,,
 Q7,2014.0,24000,Automatic,28310,Diesel,300.0,38.2,3.0,audi,,,,,,,
 A1,2014.0,10500,Manual,60128,Petrol,125.0,52.3,1.4,audi,,,,,,,
 Fabia,2017.0,7995,Manual,18500,Petrol,20.0,60.1,1.2,skoda,,,,,,,
 Ioniq,2019.0,16750,Automatic,10547,Hybrid,,78.5,1.6,hyundi,135.0,,,,,,
 2 Series,2019.0,22646,Manual,123,Petrol,145.0,52.3,1.5,bmw,,,,,,,
 Corsa,2017.0,8300,Manual,19768,Petrol,145.0,54.3,1.4,vauxhall,,,,,,,
 Kuga,2017.0,13998,Manual,15860,Diesel,150.0,54.3,2.0,ford,,,,,,,
 Tucson,2020.0,23480,Semi-Auto,3100,Petrol,,36.2,1.6,hyundi,145.0,,,,,,
 A Class,2016.0,15890,Semi-Auto,18853,Diesel,20.0,74.3,1.5,merc,,,,,,,
 Kuga,2019.0,19998,Automatic,8757,Petrol,145.0,28.8,1.5,ford,,,,,,,
 Tiguan,2014.0,12490,Automatic,68184,Diesel,200.0,47.1,2.0,vw,,,,,,,
 A5,2017.0,22450,Semi-Auto,16471,Petrol,30.0,53.3,2.0,audi,,,,,,,
 Tiguan,2019.0,21490,Manual,100,Diesel,145.0,49.6,2.0,vw,,,,,,,
 Yaris,2018.0,12490,Automatic,13046,Hybrid,135.0,76.3,1.5,toyota,,,,,,,
 2 Series,2019.0,19990,Manual,6361,Diesel,145.0,51.4,2.0,bmw,,,,,,,
 Polo,2015.0,9550,Manual,45789,Petrol,20.0,61.4,1.4,vw,,,,,,,
